id,question,correct_answer,categories
21013,"Which of the following is the correct meaning of the word 'beneficence'?
Options, A: doing bad; B: doing no harm; C: doing good; D: doing harm;",C,Give top priority to patient’s interest in conflict of interests;Provide professional medical care to patients
23972,"Explain how HIPAA contributes to the safeguarding of patient confidentiality in healthcare settings.
Options, A: By requiring written permission before disclosing healthcare information; B: By allowing unrestricted access to patient records; C: By eliminating the need for electronic records; D: By mandating the use of paper records only;",A,Comply with laws and regulations;Keep confidential of patient’s information
22607,"A prescription drug can be obtained with a ________.
Options, A: Verbal order from a dentist; B: Written prescription from a physician; C: All of the above; D: Written prescription or verbal order from a healthcare professional whose license permits this;",C,Comply with laws and regulations
21776,"How does humility contribute to the effectiveness of a healthcare provider in patient care?
Options, A: It allows providers to better understand and empathize with their patients' situations; B: It encourages providers to prioritize their own needs over patients'; C: It leads to a competitive environment among healthcare providers; D: It diminishes the importance of professional development and self-improvement;",A,"Respect life, dignity of patients"
21070,"One of the recommended strategies for addressing moral distress involves identifying the sources of the distress.
Options, A: False; B: True;",B,"Respect life, dignity of patients"
24505,"Which of the following best describes the purpose of POLST?
Options, A: Patients can determine to whom their belongings will go in the event of their death.; B: Patients can decide how their bodies should be handled after death (organ donation, cremation, burial, etc.).; C: Patients can appoint a power of attorney in the event that they are unable to make their own decisions about healthcare.; D: Patients' wishes for treatment can be translated into medical orders for doctors.;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect the decision-making of incompetent/competent patient "
22276,"A 30-year-old patient with a severe allergic reaction is brought to the emergency room. Upon arrival, the patient is conscious but refuses treatment, stating a belief that their condition will improve through prayer 
Options, A: Autonomy; B: Justice; C: Beneficence; D: Nonmaleficence;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Prevent patient from harm"
23869,"Failure by a health professional to meet accepted standards
Options, A: false imprisonment; B: assault; C: negligence; D: malpractice; E: battery;",D,Prevent patient from harm;Provide professional medical care to patients
25388,"As a nurse you may be called upon to be a client advocate. Which statement best represents your role as an advocate?
Options, A: You will provide personal care as an advocate.; B: As a nurse advocate, you will be a communicator, leader, and case manager.; C: You will be a nursing advocate by assisting the client physically and psychologically.; D: You will be a client advocate by representing the client's needs.;",D,"Respect life, dignity of patients;Give top priority to patient’s interest in conflict of interests"
22601,"When documenting a medication refusal, you should include your initials circled on the medication sheet and a progress note. The progress note 
Options, A: Who was notified; B: What the person recently ate; C: Time of day; D: What the weather was like;",A,"Maintain truthful, factual communication;Respect the patient’s rights to be informed, informed consent and freedom of choice"
25882,"The registered nurse applies the principles in the current CNA Code of Ethics for Registered Nurses when making practice decisions and using professional judgment. The registered nurse engages in critical inquiry to inform clinical decision-making, and establishes therapeutic caring and culturally-safe relationships with clients and the health care team. This is an example of:
Options, A: Professional Responsibility and Accountability; B: Ethical Practice; C: Knowledge Based Practice; D: Service to the Public; E: Self Regulation;",B,Make responsible and independent clinical judgement ;Provide professional medical care to patients
22560,"What is the legal principle that holds a patient accountable for any adverse outcomes resulting from their failure to adhere to medical recommendations?
Options, A: Assumption of risk; B: Negligence; C: Informed consent; D: Professional liability;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice"
22349,"A nurse is caring for a terminally ill patient who has expressed a wish to discontinue life-sustaining treatments. The patient's family, however, disagrees with this decision and insist on continuing aggressive interventions. What action should the nurse prioritize in navigating this ethical and legal dilemma?
Options, A: advocate for a family meeting to discuss the patient's wishes and explore potential compromises; B: seek guidance from the hospital's legal team to override the family's concerns; C: follow the family's wishes as they are the primary decision makers; D: notify the healthcare provider to make the final decision on the course of treatment.;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Give top priority to patient’s interest in conflict of interests"
23785,"Violating a person's right to be left alone or exposing information about that person without his or her consent is:
Options, A: verbal abuse; B: invasion of privacy; C: neglect; D: slander;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Keep confidential of patient’s information"
22070,"At the time of admission, a client gave history of allergy to penicillin that was duly noted in all critical areas of client's records. While giving medications, a nurse accidentally gave penicillin to this client. The client had a severe reaction but recovered. What is the implication of the nurse's action?
Options, A: There is no cause for concern because the action did not result in the client's death; B: The nurse cannot be sued for malpractice because the client did not tell him/her of the allergy; C: The nurse who gave the medication can bring a countersuit against the nurse who took the history; D: The nurse failed to act in a reasonable and prudent fashion, so isliable for malpractice;",D,Prevent patient from harm;Provide professional medical care to patients
22062,"The nurse administers amoxicillin to a client with known allergies to penicillin. The client has a seizure and has resulting respiratory arrest. This is an example of:
Options, A: negligence; B: assault; C: breach of duty; D: malpractice;",D,Prevent patient from harm
21677,"Which of the following is an example of neglect?
Options, A: Failing to provide needed care for a resident; B: Confining a resident in a separate physical space without the resident's consent; C: Using alcohol in a harmful way; D: Rubbing up against a resident inappropriately;",A,"Respect life, dignity of patients;Prevent patient from harm"
21629,"What is the set of regulations that defines the legal actions expected of and limitations placed on the EMT?
Options, A: Professional standards; B: Protocols and standing orders; C: Legal standards of practice; D: Scope of practice;",D,Comply with laws and regulations
23143,"During a patient assessment, Nurse Alayna encounters a father who has been neglecting his own health due to the need to prioritize his child's medical expenses. As she listens to his story and reflects on the emotional weight of his decisions, Alayna is demonstrating _____________.
Options, A: Compassion; B: Sympathy; C: Empathy; D: Indifference;",C,"Respect life, dignity of patients;Maintain a professional relationship with patients and their relatives"
20984,"Informed consent is permission granted in the knowledge of the possible consequences, typically which is given by a patient to a doctor for treatment with _______ knowledge of the possible risks and benefits.
Options, A: Full; B: Adequate; C: Partial; D: No;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Prevent patient from harm;Respect life, dignity of patients"
23424,"Explain why parental consent is necessary for minors participating in medical research.
Options, A: Minors cannot make informed decisions about their health; B: Parental consent is a legal requirement; C: Minors are not capable of understanding the research; D: All of the above;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Ethical research"
24405,"If a radiologic technologist fails to follow proper safety protocols, resulting in a patient receiving an excessive dose of radiation, what legal term would best describe this situation, and what implications might it have for the technologist's career?
Options, A: Informed Consent; no implications; B: Accreditation; mandatory training; C: Negligence; increased job security; D: Malpractice; potential loss of licensure;",D,Comply with laws and regulations;Prevent patient from harm;Maintain qualified when providing medical care
24601,"Explain how the principle of justice influences the selection of research subjects in clinical trials.
Options, A: It emphasizes the need for equitable representation and fair distribution of risks and benefits.; B: It mandates that researchers select subjects based on their ability to pay for the treatment.; C: It requires that all subjects are from the same demographic group to ensure uniformity.; D: It allows researchers to prioritize subjects who are most likely to benefit from the treatment.;",A,Allocate medical sources fairly;Ethical research;Treat patients fairly and equally
23449,"What is one of the key principles outlined in ethical medical research regarding participant communication?
Options, A: Researchers must ensure participant anonymity.; B: Researchers must avoid using vulnerable populations.; C: Researchers must clearly communicate responsibilities to participants.; D: Researchers must publish all findings regardless of outcomes.;",C,"Maintain truthful, factual communication;Ethical research;Respect the patient’s rights to be informed, informed consent and freedom of choice"
25972,"The nursing team alerts you about a patient admitted with a lung adenocarcinoma with bone metastases. Their pain treatment includes oral extended-release morphine and also provides for the administration, in the form of rescue medication, of intravenous morphine chloride every 4 hours if the patient requires it. The nurses' perception is that they are in pain, but their family member requests that morphine chloride not be administered as a painkiller because ""I don't want to see him asleep"". Which of the following options would be the first to carry out in this situation?:
Options, A: Ask the patient about the intensity of their current pain and their analgesia preferences at this time.; B: Reject the family member's request and order the administration of morphine chloride, at the previously prescribed doses.; C: Suggest rotating the analgesic treatment to another opioid with less sedative risk, such as oxycodone/naloxone.; D: Accept the family member's request and prescribe a non-opioid analgesic for pain control.;",A,"Respect life, dignity of patients;Respect the patient’s rights to be informed, informed consent and freedom of choice"
23748,"What was considered to be the first code of ethics for nurses?
Options, A: Canadian Nurses Association Code of Ethics; B: American Code of Ethics for Professional Nurses; C: Code of Ethics for Nurses with Interpretive Statements; D: The Nightingale Pledge;",D,"Recognize the responsibility, dignity, honesty, integrity of the occupation"
23076,"If a new drug trial is proposed that could potentially cause a cytokine storm, what steps should researchers take to ensure compliance with ethical guidelines?
Options, A: Proceed without any additional precautions since previous trials were successful.; B: Only inform participants of the risks after the trial has begun.; C: Conduct thorough preclinical studies, ensure informed consent, and monitor participants closely.; D: Limit participant recruitment to only healthy individuals.;",C,"Ethical research;Respect the patient’s rights to be informed, informed consent and freedom of choice;Prevent patient from harm"
24254,"What is a key ethical principle that medical laboratory professionals must uphold according to the reference document?
Options, A: Profit maximization; B: Patient autonomy; C: Personal beliefs; D: Social influence;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect life, dignity of patients;Give top priority to patient’s interest in conflict of interests"
22097,"Ethical principle where specific truths guide actions
Options, A: Utilitarianism; B: Absolutism; C: Egoism; D: Relativism;",B,"Maintain truthful, factual communication"
22678,"The newly enacted Health Insurance Portability and Accountability Act (HIPAA) of 2003 requires:
Options, A: Insurance coverage for all clients; B: Policies on how to report communicable diseases; C: Limits on information and damages awarded in court cases; D: Safeguards to protect written and verbal information about clients;",D,Keep confidential of patient’s information
21870,"What is a key characteristic of the doctor-nurse game in a clinical setting?
Options, A: Nurses openly challenge physicians' decisions to promote collaboration.; B: Physicians actively seek nurses' opinions before making decisions.; C: Nurses provide suggestions in a manner that maintains the physician's perception of authority.; D: Nurses and physicians work in equal partnership to resolve conflicts.;",C,Maintain a professional relationship with patients and their relatives;Respect and Cooperate with colleagues
23329,"The patient medical chart must be complete and accurate to be a good defense in case of
Options, A: Disciplinary action; B: Legal action; C: Patient referral; D: Family inquiries;",B,"Maintain truthful, factual communication"
22032,"Which foundational principle serves as the basis for civil law in the context of ethical standards in healthcare?
Options, A: Positive law; B: Common law; C: Natural law; D: Statutory law;",C,"Recognize the responsibility, dignity, honesty, integrity of the occupation;Comply with laws and regulations"
20842,"A nurse initiates a unit of blood without verifying the unit and the order with a second nurse. What intellectual standard should the nurse be following?
Options, A: Depth; B: Clarity; C: Relevance; D: Precision;",D,Prevent patient from harm
21456,"The Patient Self-Determination Act requires healthcare providers to __________.
Options, A: Inform patients of their right to create advance directives; B: All options are correct; C: Educate staff and community about advance directives; D: Document the presence or absence of an advance directive in a patient's health record;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice"
23506,"What term is used to describe a patient whose decision-making does not logically follow from the facts presented?
Options, A: Informed; B: Competent; C: Rational; D: Incompetent;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect the decision-making of incompetent/competent patient "
22736,"Which area is not a basic ethical foundation of trust you must exercise as a MH tech?
Options, A: beneficence; B: autonomy; C: respect; D: nonmaleficence;",C,"Respect life, dignity of patients;Respect the patient’s rights to be informed, informed consent and freedom of choice"
21431,"Which of the following is a primary ethical concern related to blood donation practices?
Options, A: Profit generation from donations; B: Informed consent; C: Mandatory donation policies; D: Public advertising of donors;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice"
25837,"Which of the following is NOT a key concept of the Hippocratic Oath?
Options, A: Place the patient's interests before your own.; B: Protect your patient's from harm or injustice.; C: Prioritize personal gain over patient care.; D: Respect the patient's rights.;",C,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Give top priority to patient’s interest in conflict of interests;Prevent patient from harm"
22716,"What is the primary factor that contributes to ethical dilemmas in nursing practice?
Options, A: Differences in personal and professional values.; B: Lack of standardized protocols.; C: Inadequate training of healthcare staff.; D: Variability in patient conditions.;",A,Give top priority to patient’s interest in conflict of interests
21808,"Which of the following is true about medical paternalism?
Options, A: Primarily focuses on what the doctor believes to be right, but still listens to the patients wishes; B: Doctors believe that their own judgment of treatment is in the patient's best interest regardless of what the patient believes; C: Is an old form of practicing medicine where only male doctors were allowed to make decisions in the hospital; D: It is the way medicine is practices in America today;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Give top priority to patient’s interest in conflict of interests"
26064,"A 2-month-old infant is brought to the emergency department by her mother due to a fall. Tearfully, the patient鈥檚 mother describes witnessing her child fall from the changing table. The patient was born prematurely at 36 weeks estimated gestational age via vacuum-assisted vaginal delivery. The patient is afebrile. Her vital signs include: blood pressure of 94/60 mm Hg, pulse 200/min, and respiratory rate 70/min. Physical examination reveals a subconjunctival hemorrhage in the left eye and multiple bruises on the chest and back. Which of the following is the best initial step in management of this patient鈥檚 condition?
Options, A: Family counseling; B: Involvement of social services; C: Informing the police; D: CT scan of the head; E: Rule out medical conditions;",D,Prevent patient from harm
22548,"The patient-physician contract begins when the _______.
Options, A: physician schedule permits; B: patient receives a physical exam; C: physician completes the medical record; D: physician agrees to treat the patient;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice"
21578,"If a medical assistant performs tests that are not Clinical Laboratory Improvement Amendments (CLIA) waived without proof of further training, ________.
Options, A: the doctor's license may be revoked; B: the medical office could be closed; C: All of these; D: severe fines may be assessed;",C,Comply with laws and regulations;Prevent patient from harm;Maintain qualified when providing medical care
22128,"Which of the following is not part of informed consent? Describing to the patient
Options, A: reason for and desciption of procedures; B: risks and side effects; C: diagnosis; D: explanations as treatment is rendered; E: prognosis without treatment;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Maintain truthful, factual communication"
25950,"What means that patients, their families, and others in the care environment maintain a high level of confidence in the professionals who care for them?
Options, A: Patients' trust; B: Staff trust; C: Public trust; D: Doctors' trust;",C,"Maintain truthful, factual communication;Maintain a professional relationship with patients and their relatives"
23992,"At school when a child is injured and unresponsive, you have consent to treat based upon the principle of:
Options, A: implied consent; B: expressed consent; C: emancipated consent; D: in loco parentis;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Provide Assistance in Emergency;Prevent patient from harm"
21615,"Which of the following statements is TRUE concerning the sharing of a patient's medical information?
Options, A: D. You can share patient information with the insurance companyfor billing purposes.; B: B. You are allowed to discuss patient information with your supervisor for training purposes.; C: C. You can disclose patient information to a family member without consent if they are worried about the patient.; D: A. You can share patient details with your friends if they are also in the medical field.;",A,Comply with laws and regulations;Keep confidential of patient’s information
23607,"The principle of justice means:
Options, A: Everybody must be equally important in front of the healthcare system.; B: Equal distribution of goods.; C: Fair distribution of the resources.; D: A powerful court must play important role in healthcare;",C,Allocate medical sources fairly;Treat patients fairly and equally
22821,"Explain the main characteristics of the Collegial model of physician-patient interaction.
Options, A: The physician and patient collaborate as equals in the decision-making process.; B: The physician acts as a technical expert, providing information for the patient to make decisions.; C: The physician makes decisions based on their moral beliefs, guiding the patient.; D: The physician and patient enter into a formal agreement regarding treatment.;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Maintain a professional relationship with patients and their relatives"
24666,"A nurse is discussing the meaning of the utilitarianism with a newly licensed nurse. Which of the following statements by the newly licensed nurse indicates an understanding of this ethical theory?
Options, A: ""Utilitarianism identifies the needs of the individual as priority.""; B: ""Utilitarianism represents my duty to provide compassionate care to all clients.""; C: ""Utilitarianism focuses on human dignity as its fundamental principle.""; D: ""Utilitarianism provides the greatest good for the greatest number of people."";",D,"Allocate medical sources fairly;Respect life, dignity of patients"
21749,"Explain the significance of the Principle of Double Effect in healthcare ethics. Why is it important for healthcare providers to consider both good and evil effects?
Options, A: It ensures that all medical procedures are performed without any risk.; B: It emphasizes the need for informed consent in all medical interventions.; C: It allows healthcare providers to prioritize patient comfort over ethical considerations.; D: It helps healthcare providers justify actions that may have harmful consequences.;",D,"Respect life, dignity of patients;Prevent patient from harm"
24190,"Explain how the concept of eugenics relates to ethical considerations in medical research and biotechnology.
Options, A: Eugenics raises ethical concerns regarding consent and the definition of 'desirable' traits.; B: Eugenics is solely focused on genetic testing without ethical implications.; C: Eugenics promotes universal health care as a fundamental right.; D: Eugenics is unrelated to medical research and biotechnology.;",A,"Ethical research;Respect the patient’s rights to be informed, informed consent and freedom of choice"
22498,"What is the definition of Altruism as stated in volume 2 of your nursing text book?
Options, A: Concern for welfare and wellbeing of others.; B: Inherent worth and uniqueness of individuals and populations.; C: Acting in accordance with an appropriate code of ethics and accepted standards of practice.; D: The right to self-determination.;",A,"Respect life, dignity of patients;Give top priority to patient’s interest in conflict of interests;Treat patients fairly and equally"
25726,"A guide for the expectations and standards of a profession.
Options, A: ethical theories; B: code of ethics; C: ethical principles; D: morals;",B,"Recognize the responsibility, dignity, honesty, integrity of the occupation;Comply with laws and regulations"
22773,"Which of the following best describes the informed consent process?
Options, A: An ongoing process with open communication between client and administrator where risks, benefits, responsibilities, and testing details and options are conveyed clearly; B: A legal form that includes the purpose of tests, client responsibilities, overview of risks, provides alternatives, and a witness agreement; C: A verbal process whereby the administrator outlines areas such as purpose of tests, client responsibilities, overview of risks, provides alternatives, and options to stop as desired; D: A legal form where the client consents to undergoing all tests as directed by the QEP;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect life, dignity of patients;Maintain truthful, factual communication"
20967,"In the State of Connecticut, which kind of surrogate decision maker best describes the individual who has been designated by another to make medical decisions - including whether to withhold or withdraw life support - for him/her in the event he/she is incapacitated?
Options, A: Durable power of attorney; B: Guardian Ad Litem; C: Health Care Representative; D: Conservator of the Person; E: None of the above;",C,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect the decision-making of incompetent/competent patient "
24064,"Which of the following interventions would ensure that a patient understands and has informed consent for a test or procedure?
Options, A: giving the patient written instructions for the test or procedure; B: Asking the patient to explain the test or procedure; C: verbally informing the patient about the test or procedure; D: obtaining the patient's signature on the consent form;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice"
25863,"Which of the following sets of factors are essential to consider when evaluating the complexity of an ethical dilemma?
Options, A: Conflicting values, potential consequences, emotional involvement; B: Legal implications, personal beliefs, societal norms; C: Differing opinions, high stakes, strong emotions; D: Cultural differences, financial impact, historical context;",C,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Make responsible and independent clinical judgement "
25053,"True or false. the board of nursing creates rules and regulations that define and expand on the provisions in the NPA necessary to ensure compliance with its statutory mission - to regulate the practice of nursing.
Options, A: true.; B: false.;",A,Comply with laws and regulations
25261,"In the Occupational Therapy Code of Ethics (2020) ""Justice"" is described as:
Options, A: Provide comprehensive, accurate, and objective information when representing the profession; B: Demonstrate a concern for the well-being and safety of the recipients of their services; C: Respect the right of the individual to self-determination, privacy, confidentiality and consent.; D: Provide services in a fair, equitable, and appropriate manner in our treatment of all persons. Comply with institutional rules ,local, state, federal, and international laws and AOTA documents applicable to the profession of occupational therapy;",D,Comply with laws and regulations;Treat patients fairly and equally
23887,"How is passive euthanasia performed?
Options, A: Injecting lethal drug; B: Giving deadly medication; C: Assisted suicide; D: Withdrawing life-sustaining treatment;",D,"Respect life, dignity of patients;Respect the decision-making of incompetent/competent patient "
24737,"Explain why 'freedom from decision making' is not considered a crucial need for dying clients compared to other needs such as pain control and dignity.
Options, A: B. Decision making is irrelevant to the dying process.; B: A. Dying clients often prefer to make their own choices.; C: C. Dying clients do not require emotional support.; D: D. Freedom from decision making is a universal need for all patients.;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect life, dignity of patients;Respect the decision-making of incompetent/competent patient "
23154,"When competent patients give permission for treatments or research, it is termed:
Options, A: Informed consent; B: Compliance; C: A code of ethics; D: Noncompliance;",A,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect the decision-making of incompetent/competent patient "
26087,"Question context: To determine under what conditions lay people and health professionals find it acceptable for a physician to breach confidentiality to protect the wife of a patient with a sexually transmitted disease (STD).In a study in France, breaching confidentiality in 48 scenarios were accepted by 144 lay people, 10 psychologists and 7 physicians. The scenarios were all possible combinations of five factors: severity of the disease (severe, lethal); time taken to discuss this with (little time, much time); intent to inform the spouse about the disease (none, one of these days, immediately); intent to adopt protective behaviours (no intent, intent); and decision to consult an expert in STDs (yes, no), 2 x 2 x 3 x 2 x 2. The importance and interactions of each factor were determined, at the group level, by performing analyses of variance and constructing graphs.The concept of breaching confidentiality to protect a wife from her husband's STD was favoured much more by lay people and psychologists than by physicians (mean ratings 11.76, 9.28 and 2.90, respectively, on a scale of 0-22). The patient's stated intentions to protect his wife and to inform her of the disease had the greatest impact on acceptability. A cluster analysis showed groups of lay participants who found breaching confidentiality ""always acceptable"" (n = 14), ""depending on the many circumstances"" (n = 87), requiring ""consultation with an expert"" (n = 30) and ""never acceptable (n = 13)"".

 Question: Do French lay people and health professionals find it acceptable to breach confidentiality to protect a patient's wife from a sexually transmitted disease?
Options, A: yes; B: no; C: maybe;",C,Keep confidential of patient’s information;Prevent patient from harm
25317,"The obligation to be truthful with clients and colleagues is most closely related to which ethical principle?
Options, A: Fidelity; B: Justice; C: Nonmaleficence; D: Beneficence;",A,"Maintain truthful, factual communication"
21934,"The American Association of Colleges of Nursing identified five values that epitomize the caring professional nurse. Which value is described as upholding morale, legal, and humanistic principals?
Options, A: Human Dignity; B: Autonomy; C: Social Justice; D: Altruism; E: integrity;",C,"Respect life, dignity of patients;Comply with laws and regulations"
21418,"Which of the following is/are identified by opponents of euthanasia as potential bad consequences of permitting euthanasia?
Options, A: Permitting euthanasia would lead patients to fear the medication used to treat them, causing patients to lose trust in their physicians.; B: Permitting euthanasia would weaken society's commitment to provide optimal care for dying patients.; C: Permitting euthanasia would threaten the progress made in securing the rights of patients or their surrogates to decide about and to refuse life-sustaining treatment.; D: All of these; E: Permitting euthanasia might weaken the general legal prohibition of homicide.;",D,"Respect life, dignity of patients;Respect the patient’s rights to be informed, informed consent and freedom of choice;Prevent patient from harm"
24120,"What is the slippery-slope argument in the context of genetic technologies?
Options, A: The belief that genetic technologies will lead to improved health outcomes.; B: The argument that genetic technologies are always safe and effective.; C: The idea that genetic technologies will be universally accepted by society.; D: The concern that genetic technologies might lead to unethical or uncontrollable practices.;",D,Ethical research;Prevent patient from harm
25262,"The OT Principle of ""Veracity""...
Options, A: requires that OT personnel use assessment and intervention procedures that are evidence based and within the scope of OT practice; B: outlines that OT practitioners and students are always expected to adhere to the profession's code of ethics.; C: includes making sure that there is no conflict of interest between the practitioner and child or family.; D: requires that OT practitioners give credit and recognition for ideas and work of others.;",D,"Maintain truthful, factual communication"
21303,"The principles and values utilized in the dental hygiene code of ethics are _______________.
Options, A: autonomy, beneficence, justice, nonmaleficence and veracity; B: beneficence, justice, caring, veracity, principlism, autonomy and nonmaleficence; C: beneficence, paternalism, principlism, distributive justice and professional authority; D: individual autonomy, beneficence, justice, nonmaleficence, veracity, confidentiality and societal trust;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Treat patients fairly and equally"
23775,"When a healthcare practitioner identifies an error in a patient's medical record, what is the appropriate method for correcting it?
Options, A: Mark through the error with a single line, annotate it as 'error', and include initials, date, and time.; B: Erase the error completely and rewrite the correct information.; C: Leave the error as is and document the correct information in a new entry.; D: Use correction fluid to cover the mistake and write the correct information above it.;",A,"Maintain truthful, factual communication"
20728,"What are the signs of under-involvement in patient care?
Options, A: Distance, dismissive attitude, focus; B: Distance, empathetic attitude, distraction; C: Distance, dismissive attitude, distraction; D: Closeness, dismissive attitude, focus; E: Distance, empathetic attitude, focus;",C,"Respect life, dignity of patients;Maintain a professional relationship with patients and their relatives"
20603,"Informed Consent constitution includes all of the following EXCEPT:
Options, A: Voluntary; B: Understanding; C: Debates; D: Agreement;",C,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect life, dignity of patients"
25141,"Studying law and ethics as related to health care can help you gain perspective in which important areas?
Options, A: How rising costs affect the healthcare industry; B: How patients are affected by legal and ethical issues; C: all of these; D: How advancing technology impacts patients and patient care;",C,"Respect life, dignity of patients;Comply with laws and regulations"
24108,"What is the Psychological-Property View in the context of medical ethics?
Options, A: A view that defines personhood based on biological characteristics.; B: A perspective that considers personhood as dependent on psychological traits such as self-awareness.; C: A theory that emphasizes the legal rights of individuals in medical decision-making.; D: A framework that prioritizes the opinions of family members in healthcare decisions.;",B,"Respect life, dignity of patients;Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect the decision-making of incompetent/competent patient "
25674,"A basic life-support training course is required to practice as a dental hygienist and required for renewal of licensure. An acceptable provider would include:
Options, A: American Red Cross; B: American Heart Association; C: American Safety and Health Institute; D: All of the above;",D,Comply with laws and regulations;Maintain qualified when providing medical care
20887,"Which of the following best describes the ethical concern addressed in Ethical Standard 3.06 regarding Conflict of Interest?
Options, A: Psychologists must avoid relationships that could impair their professional judgment.; B: Psychologists should disclose any personal relationships that may affect their work.; C: Psychologists are required to maintain confidentiality in all client interactions.; D: Psychologists must seek informed consent before engaging in any therapeutic relationship.;",A,Managing and minimizing conflicts of interest
24008,"Informed consent is only considered valid if it has all EXCEPT which of the following incorporated into it?
Options, A: It is voluntary; B: Full disclosure; C: Cognitive status is documented; D: a family member as a witness;",D,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Respect life, dignity of patients"
25296,"A nurse is teaching her student about social justice. What is the best example?
Options, A: promoting universal access to healthcare; B: planning care in partnership with patients; C: providing honest information to patients; D: documenting care accurately, and honestly;",A,Allocate medical sources fairly;Promote the health of community and public education;Treat patients fairly and equally
23238,"In a situation where a nurse must address a conflict with a physician regarding a patient's treatment plan, which negotiation strategy involves actively seeking a solution that satisfies both parties' needs?
Options, A: Avoid/Withdrawal; B: Collaborating; C: Compromising/Negotiating; D: Smoothing; E: Cooperating/Accommodating;",B,Respect and Cooperate with colleagues
25328,"What is a primary reason that therapists may need to disclose information about a minor's therapy to their parents or guardians?
Options, A: Minors are not legally accountable for their actions; B: Parents have a legal obligation to be informed about their child's treatment; C: All of the above; D: Minors often lack the maturity to fully grasp the implications of confidentiality;",C,Keep confidential of patient’s information
24351,"Explain how Jewish law views the relationship between a doctor's authorityand divine authority in medical practice.
Options, A: Doctors must recognize their role as facilitators of God's will.; B: Doctors are seen as having ultimate authority over life.; C: Doctors are encouraged to act independently of religious considerations.; D: Doctors should prioritize their own interests above patient safety.;",A,"Respect life, dignity of patients;Recognize the responsibility, dignity, honesty, integrity of the occupation"
23365,"What is the legal relationship between physician and patient?
Options, A: Consensual; B: Fee for service; C: Contractual; D: Principal and agent;",C,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Maintain a professional relationship with patients and their relatives"
23222,"A nurse needs to inform a physician about a patient's allergy history. Which principle should guide the nurse's disclosure of this information?
Options, A: The nurse should disclose all patient information to the physician, regardless of relevance.; B: The nurse should inform the media about the patient's allergy history for public awareness.; C: The nurse should wait for the patient’s consent before sharing any information.; D: The nurse should only disclose the allergy information that is relevant to the patient's current treatment.;",D,Keep confidential of patient’s information;Give top priority to patient’s interest in conflict of interests
24582,"Which of the following is not a standard of care that physicians are expected to uphold?
Options, A: Use reasonable care, attention, and diligence.; B: Follow his or her best judgment in treating patients.; C: Take the advice of consulting physicians.; D: Exercise reasonable skill and care.;",C,Make responsible and independent clinical judgement ;Provide professional medical care to patients
25865,"Karl is a nursing student working on a paper of ethics in healthcare. The philosophical study of ethics would include which concept?
Options, A: Good versus evil actions based on client care; B: Right and wrong; C: Morality and character of nursing affecting client outcomes; D: Decorum and etiquette of care;",B,"Respect life, dignity of patients;Treat patients fairly and equally"
24049,"Which of the following scenarios requires a patient authorization for disclosure of protected health information?
Options, A: the disclosure is required to facilitate an organ donation; B: the patient's information will be used for marketing purposes; C: the disclosure is required to prevent the spread of a communicable disease; D: the patient is a victim of domestic violence;",B,"Respect the patient’s rights to be informed, informed consent and freedom of choice;Keep confidential of patient’s information"
22735,"Example of negligence such as complete a shift assessment, implement a plan of care, observe a patient's ongoing progress, and interpret a patient's signs and symptoms are examples of?
Options, A: failure to follow standards of care; B: failure to use equipment in a responsible manner; C: failure to assess and monitor; D: failure to document; E: failure to communicate; F: failure to act as patient advocate;",C,Prevent patient from harm;Provide professional medical care to patients
